Company Name,Symbol,Sector,Dividend
The Flowr Corporation,FLWR.V,Healthcare,0
FLYHT Aerospace Solutions Ltd.,FLY.V,Industrials,0
Forum Energy Metals Corp.,FMC.V,Basic Materials,1.3752
Full Metal Minerals Ltd.,FMM.V,Basic Materials,0
Fidelity Minerals Corp.,FMN.V,Basic Materials,0
Focus Graphite Inc.,FMS.V,Basic Materials,0
Fancamp Exploration Ltd.,FNC.V,Basic Materials,0
49 North Resources Inc.,FNR.V,Financial Services,0.08
Falcon Oil & Gas Ltd,FO.V,Energy,0
Fobi AI Inc.,FOBI.V,Technology,0
Foran Mining Corporation,FOM.V,Basic Materials,0
Fortune Bay Corp.,FOR.V,Basic Materials,0
Fortress Technologies Inc.,FORT.V,Financial Services,0
Royal Fox Gold Inc,FOXG.V,Basic Materials,0
FP Newspapers Inc.,FP.V,Communication Services,0.32
Falco Resources Ltd.,FPC.V,Basic Materials,0
FPX Nickel Corp.,FPX.V,Basic Materials,0
Fremont Gold Ltd.,FRE.V,Basic Materials,0
Fredonia Mining Inc.,FRED.V,sector not available!,0
Freeport Resources Inc.,FRI.V,Basic Materials,0
Farstarcap Investment Corp.,FRS.P.V,sector not available!,0
Fosterville South Exploration Ltd.,FSX.V,Basic Materials,0
Fintech Select Ltd.,FTEC.V,Technology,0
FTI Foodtech International Inc.,FTI.V,Consumer Cyclical,0
Fort St. James Nickel Corp,FTJ.V,Basic Materials,0
Katipult Technology Corp.,FUND.V,Technology,0
Fuse Cobalt Inc.,FUSE.V,Basic Materials,0
Fission 3.0 Corp.,FUU.V,Energy,0
Flow Capital Corp,FW.V,Financial Services,0.191688
Fireweed Zinc Ltd.,FWZ.V,Basic Materials,0
Finlay Minerals Ltd,FYL.V,Basic Materials,0
General Assembly Holdings Limited Cl A,GA.V,sector not available!,0
Greenfield Acquisition Corp.,GAC.P.V,sector not available!,0
Galantas Gold Corporation,GAL.V,Basic Materials,0
"Engine Media Holdings, Inc.",GAME.V,Communication Services,0
NG Energy International Corp.,GASX.V,Energy,223.9956
Ginger Beef Corporation,GB.V,Consumer Cyclical,0
Lifestyle Global Brands Limited,GBE.V,Basic Materials,0
GBLT Corp.,GBLT.V,Industrials,0
Global Battery Metals Ltd.,GBML.V,Basic Materials,0
Great Bear Resources Ltd.,GBR.V,Basic Materials,0
Gold Bull Resources Corp.,GBRC.V,Basic Materials,0
Great Bear Royalties Corp.,GBRR.V,Basic Materials,0
Gabriel Resources Ltd.,GBU.V,Basic Materials,0
Germinate Capital Ltd.,GCAP.P.V,sector not available!,0
Golden Cariboo Resources Ltd,GCC.V,Basic Materials,0
GCC Global Capital Corporation,GCCC.V,Industrials,0
Goldcliff Resource Corporation,GCN.V,Basic Materials,0
Granite Creek Copper Ltd.,GCX.V,Basic Materials,0
Goldstar Minerals Inc.,GDM.V,Basic Materials,0
Good Natured Products Inc.,GDNP.V,Basic Materials,0
Golden Pursuit Resources Ltd.,GDP.V,Basic Materials,0.00368
Goldex Resources Corporation,GDX.V,Basic Materials,0
Green Battery Minerals Inc.,GEM.V,Basic Materials,0
Global Energy Metals Corporation,GEMC.V,Basic Materials,0
Genix Pharmaceuticals Corporation,GENX.V,Healthcare,0
Glen Eagle Resources Inc,GER.V,Basic Materials,0
GFG Resources Inc.,GFG.V,Basic Materials,0
GreenFirst Forest Products Inc.,GFP.V,Financial Services,0
Galane Gold Ltd.,GG.V,Basic Materials,0
Gambier Gold Corp.,GGAU.V,Basic Materials,0
G6 Materials Corp.,GGG.V,Basic Materials,0
Garibaldi Resources Corp.,GGI.V,Basic Materials,0
GGL Resources Corp.,GGL.V,Basic Materials,0
Granada Gold Mine Inc.,GGM.V,Basic Materials,0
Galleon Gold Corp.,GGO.V,Basic Materials,0
GGX Gold Corp.,GGX.V,Basic Materials,0
Goldhills Holding Ltd.,GHL.V,Basic Materials,0
Gotham Resource Corp.,GHM.P.V,sector not available!,0
Golden Harp Resources Inc.,GHR.V,Basic Materials,0
XAU Resources Inc.,GIG.P.V,sector not available!,0
Giga Metals Corporation,GIGA.V,Basic Materials,0
Gravitas II Capital Corp.,GII.P.V,sector not available!,0
ReGen III Corp.,GIII.V,Energy,0
Green Impact Partners Inc.,GIP.V,Utilities,0
Genesis Metals Corp.,GIS.V,Basic Materials,0
Gitennes Exploration Inc.,GIT.V,Basic Materials,0
Geekco Technologies Corporation,GKO.V,Communication Services,0
Goldbank Mining Corporation,GLB.V,Basic Materials,0
GoldON Resources Ltd.,GLD.V,Basic Materials,0
Cassiar Gold Corp.,GLDC.V,Basic Materials,0
Gold Line Resources Ltd.,GLDL.V,Basic Materials,0
Golden Ridge Resources Ltd.,GLDN.V,Basic Materials,0
Glacier Lake Resources Inc.,GLI.V,Basic Materials,0
Galway Gold Inc.,GLW.V,Basic Materials,0
Geomega Resources Inc,GMA.V,Basic Materials,0
Graphene Manufacturing Group Ltd.,GMG.V,Basic Materials,0
G Mining Ventures Corp.,GMIN.V,Basic Materials,0
GobiMin Inc.,GMN.V,Financial Services,0.04
Gold Mountain Mining Corp.,GMTN.V,Basic Materials,0
GMV Minerals Inc,GMV.V,Basic Materials,0
Golden Goliath Resources Ltd.,GNG.V,Basic Materials,0
Gentor Resources Inc.,GNT.V,Basic Materials,0
Goldeneye Resources Corp.,GOE.V,Energy,0
Golden Tag Resources Ltd.,GOG.V,Basic Materials,0
GINSMS Inc.,GOK.V,Communication Services,0
Golden Dawn Minerals Inc.,GOM.V,Basic Materials,0
Gravitas One Capital Corp.,GONE.P.V,sector not available!,0
Gold State Resources Inc.,GOST.V,sector not available!,0
Goliath Resources Limited,GOT.V,Basic Materials,0
Green Panda Capital Corp.,GPCC.P.V,sector not available!,0
Grande Portage Resources Ltd.,GPG.V,Basic Materials,0
Graphite One Inc.,GPH.V,Basic Materials,0
GPM Metals Inc.,GPM.V,Basic Materials,0
GreenPower Motor Company Inc.,GPV.V,Consumer Cyclical,0
Great Quest Fertilizer Ltd.,GQ.V,Basic Materials,0
GoldQuest Mining Corp.,GQC.V,Basic Materials,0
Great Atlantic Resources Corp.,GR.V,Basic Materials,0
Gratomic Inc.,GRAT.V,Basic Materials,0
Greenbriar Capital Corp,GRB.V,Utilities,0
Grid Metals Corp.,GRDM.V,Basic Materials,0
Green Rise Foods Inc.,GRF.V,Consumer Defensive,0
Golden Arrow Resources Corporation,GRG.V,Basic Materials,0
Galore Resources Inc,GRI.V,Basic Materials,0
Growmax Resources Corp.,GRO.V,Basic Materials,0
CO2 GRO Inc.,GROW.V,Basic Materials,0
GR Silver Mining Ltd.,GRSL.V,Basic Materials,0
Good2GoRTO Corp.,GRTO.P.V,sector not available!,0
Gold Reserve Inc.,GRZ.V,Basic Materials,0
Devonian Health Group Inc.,GSD.V,Healthcare,0
Greenstone Capital Corp.,GSGS.P.V,sector not available!,0
Golden Share Resources Corporation,GSH.V,Basic Materials,0
Goldshore Resources Inc.,GSHR.V,Basic Materials,0
Gatekeeper Systems Inc.,GSI.V,Industrials,0
Gensource Potash Corporation,GSP.V,Basic Materials,0
GSP Resource Corp.,GSPR.V,Basic Materials,0
Gossan Resources Limited,GSS.V,Basic Materials,0
Guanajuato Silver Company Ltd.,GSVR.V,Basic Materials,0
Getty Copper Inc.,GTC.V,Basic Materials,0
Gatling Exploration Inc.,GTR.V,Basic Materials,0
G2 Goldfields Inc.,GTWO.V,Basic Materials,0
Gulf & Pacific Equities Corp.,GUF.V,Real Estate,0
Gungnir Resources Inc.,GUG.V,Basic Materials,0
Gunpoint Exploration Ltd,GUN.V,Basic Materials,0
Angus Gold Inc.,GUS.V,Basic Materials,0
Grosvenor Resource Corporation,GVR.V,Basic Materials,0
Gowest Gold Ltd.,GWA.V,Basic Materials,0
Galway Metals Inc.,GWM.V,Basic Materials,0
Guardian Exploration Inc.,GX.V,Energy,0
Goldsource Mines Inc.,GXS.V,Basic Materials,0
Goviex Uranium Inc.,GXU.V,Energy,0
Guyana Goldstrike Inc.,GYA.V,Basic Materials,0
Grizzly Discoveries Inc.,GZD.V,Basic Materials,0
Golden Valley Mines and Royalties Ltd.,GZZ.V,Basic Materials,0
Hakken Capital Corp.,HAKK.P.V,sector not available!,0
Highwood Asset Management Ltd.,HAM.V,sector not available!,0
Hannan Metals Ltd.,HAN.V,Basic Materials,0
Hanstone Gold Corp.,HANS.V,Basic Materials,0
"Hapbee Technologies, Inc.",HAPB.V,Technology,0
Harfang Exploration Inc.,HAR.V,Basic Materials,0
Haw Capital 2 Corp.,HAW.P.V,sector not available!,0
Hawkeye Gold & Diamond Inc,HAWK.V,Basic Materials,0
Highbank Resources Ltd.,HBK.V,Basic Materials,0
Hanna Capital Corp.,HCC.V,Basic Materials,0
Hansco Capital Corp.,HCO.P.V,sector not available!,0
Huntington Exploration Inc.,HEI.V,Energy,0
First Helium Inc.,HELI.V,Basic Materials,0
Hemostemix Inc.,HEM.V,Healthcare,0
H2O Innovation Inc,HEO.V,Utilities,0
Hampton Financial Corporation,HFC.V,Financial Services,0
Highland Copper Company Inc.,HI.V,Basic Materials,0
Highgold Mining Inc.,HIGH.V,Basic Materials,0
Hylands International Holdings Inc.,HIH.V,Basic Materials,0
Hire Technologies Inc.,HIRE.V,Industrials,0
High Tide Inc.,HITI.V,Healthcare,0
Hive Blockchain Technologies Ltd.,HIVE.V,Crypto,0
Huntsman Exploration Inc.,HMAN.V,Basic Materials,0
High Mountain 2 Capital Corporation,HMCC.P.V,sector not available!,0
Hemisphere Energy Corporation,HME.V,Energy,0
Hemlo Explorers Inc.,HMLO.V,Basic Materials,0
Halmont Properties Corporation cl A vtg shrs,HMT.V,Real Estate,0
Hunter Technology Corp.,HOC.V,Technology,0
Highbury Projects Inc,HPI.V,Basic Materials,0
HPQ-Silicon Resources Inc.,HPQ.V,Basic Materials,0
Happy Creek Minerals Ltd,HPY.V,Basic Materials,0
Hansa Resources Limited,HRL.V,Basic Materials,0
Holly Street Capital Ltd.,HSC.P.V,sector not available!,0
Heliostar Metals Ltd.,HSTR.V,Basic Materials,0
HTC Purenergy Inc,HTC.V,Energy,0
Hoist Capital Corp.,HTE.P.V,sector not available!,0
Hamilton Thorne Ltd,HTL.V,Healthcare,0
Hudson Resources Inc.,HUD.V,Basic Materials,0
Pontus Protein Ltd.,HULK.V,Consumer Defensive,0
Harvest Gold Corp.,HVG.V,Basic Materials,0
Hopefield Ventures Inc.,HVI.P.V,sector not available!,0
Harvest One Cannabis Inc.,HVT.V,Healthcare,0
Highway 50 Gold Corp.,HWY.V,Basic Materials,0
IBC Advanced Alloys Corp.,IB.V,Industrials,0
IBEX Technologies Inc,IBT.V,Healthcare,0
Intercontinental Gold and Metals Ltd.,ICAU.V,Basic Materials,0
Iconic Minerals Ltd.,ICM.V,Basic Materials,0
ICPEI Holdings Inc.,ICPH.V,Financial Services,0
Identillect Technologies Corp.,ID.V,Technology,0
Imperial Equities Inc.,IEI.V,Real Estate,0.06
Itafos Inc.,IFOS.V,Basic Materials,0
International Frontier Resources Corporation,IFR.V,Energy,0
Imaflex Inc.,IFX.V,Consumer Cyclical,0
Independence Gold Corp.,IGO.V,Basic Materials,0
Imperial Ginseng Products Ltd.,IGP.V,Consumer Defensive,0.12
IntelGenx Technologies Corp,IGX.V,Healthcare,0
Imperial Helium Corp.,IHC.V,Basic Materials,0
Israel Capital Canada Corp.,IL.P.V,sector not available!,0
International Lithium Corp.,ILC.V,Basic Materials,0
Infinite Ore Corp.,ILI.V,Basic Materials,0
I-Minerals Inc.,IMA.V,Basic Materials,0
IMining Technologies Inc.,IMIN.V,Financial Services,0
iMetal Resources Inc.,IMR.V,Basic Materials,0
Inca One Gold Corp.,INCA.V,Basic Materials,0
INEO Tech Corp.,INEO.V,Communication Services,0
Infield Minerals Corp.,INFD.V,Basic Materials,0
Input Capital Corp.,INP.V,Consumer Defensive,0.04
Intouch Insight Ltd.,INX.V,Technology,0
Assure Holdings Corp.,IOM.V,Healthcare,0
Ion Energy Ltd.,ION.V,Basic Materials,0
Innovotech Inc.,IOT.V,Healthcare,0
IOU Financial Inc.,IOU.V,Financial Services,0
Immunoprecise Antibodies Ltd.,IPA.V,Healthcare,0
Intl Parkside Products Inc.,IPD.V,Basic Materials,0.04
Imperial Mining Group Ltd.,IPG.V,Basic Materials,0
IMPACT Silver Corp.,IPT.V,Basic Materials,0
AirIQ Inc,IQ.V,Technology,0
IEMR Resources Inc,IRI.V,Basic Materials,0
Inter-Rock Minerals Inc.,IRO.V,Consumer Defensive,0
iSign Media Solutions Inc.,ISD.V,Technology,0
Insuraguest Technologies Inc.,ISGI.V,Technology,0
Isoenergy Ltd,ISO.V,Energy,0
Intact Gold Corp.,ITG.V,Basic Materials,0
Intema Solutions Inc.,ITM.V,Communication Services,0
Integra Resources Corp.,ITR.V,Basic Materials,0
Interconnect Ventures Corporation,IVC.V,Basic Materials,0
Ivrnet Inc.,IVI.V,Technology,0
Inventus Mining Corporation,IVS.V,Basic Materials,0
Inventronics Limited,IVX.V,Industrials,0
Indigo Exploration Inc.,IXI.V,Basic Materials,0
International Zeolite Corp.,IZ.V,Basic Materials,0
InZinc Mining Ltd.,IZN.V,Basic Materials,0
International Prospect Ventures Ltd.,IZZ.V,Basic Materials,0
Jabbo Capital Corp.,JAB.P.V,sector not available!,0
Jade Leader Corp.,JADE.V,Basic Materials,0
Jaeger Resources Corp.,JAEG.V,Basic Materials,0
Jaxon Mining Inc.,JAX.V,Basic Materials,0
Jayden Resources Inc.,JDN.V,Basic Materials,0
Just Energy Group Inc.,JE.V,Utilities,0
Jura Energy Corporation,JEC.V,Energy,0.9
Jesmond Capital Ltd.,JES.P.V,sector not available!,0
Global Crossing Airlines Group Inc.,JET.V,Industrials,0
Jericho Energy Ventures Inc.,JEV.V,Energy,0
Japan Gold Corp.,JG.V,Basic Materials,0
Jackpot Digital Inc.,JJ.V,Consumer Cyclical,0
J4 Ventures Inc.,JJJJ.P.V,sector not available!,0
Just Kitchen Holdings Corp.,JK.V,Consumer Cyclical,0
Jack Nathan Medical Corp.,JNH.V,Healthcare,0
Jourdan Resources Inc,JOR.V,Basic Materials,0
Jade Power Trust,JPWR.UN.V,sector not available!,0
Jervois Global Limited,JRV.V,Basic Materials,0
Justify Capital Corp,JST.P.V,sector not available!,0
Jemtec Inc.,JTC.V,Technology,1
GreenSpace Brands Inc.,JTR.V,Consumer Defensive,0
Jubilee Gold Exploration Ltd,JUB.V,Basic Materials,0
Juggernaut Exploration Ltd.,JUGR.V,Basic Materials,0
Leveljump Healthcare Corp.,JUMP.V,Healthcare,0
Jazz Resources Inc.,JZR.V,Basic Materials,0
Kalon Acquisition Corp.,KAC.P.V,sector not available!,0
Kalo Gold Corp.,KALO.V,Basic Materials,0
Kapa Capital Inc.,KAPA.P.V,sector not available!,0
Kona Bay Technologies Inc.,KBY.V,Communication Services,0
Kutcho Copper Corp.,KC.V,Basic Materials,0
Kincora Copper Limited,KCC.V,Basic Materials,0
KDA Group Inc.,KDA.V,Healthcare,0
Kodiak Copper Corp.,KDK.V,Basic Materials,0
Kadestone Capital Corp.,KDSX.V,Real Estate,0
Kenadyr Metals Corp.,KEN.V,Basic Materials,0
Kesselrun Resources Ltd.,KES.V,Basic Materials,0
Kingfisher Metals Corp.,KFR.V,Basic Materials,0
Klondike Gold Corp,KG.V,Basic Materials,0
Kestrel Gold Inc.,KGC.V,Basic Materials,0
King George Financial Corp,KGF.V,Real Estate,0
KGL Resources Ltd.,KGL.V,Basic Materials,0
Kingman Minerals Ltd.,KGS.V,Basic Materials,0
Khiron Life Sciences Corp.,KHRN.V,Healthcare,0
Kidoz Inc.,KIDZ.V,Communication Services,0
King Global Ventures Inc.,KING.V,Basic Materials,0
Kiplin Metals Inc.,KIP.V,Basic Materials,0
Kelly Ventures Ltd.,KKL.P.V,sector not available!,0
Kenorland Minerals Ltd.,KLD.V,Basic Materials,0
Kermode Resources Ltd.,KLM.V,Basic Materials,0
K9 Gold Corp.,KNC.V,Basic Materials,0
Kane Biotech Inc.,KNE.V,Healthcare,0
Kingsmen Resources Ltd.,KNG.V,Basic Materials,0
Kiaro Holdings Corp.,KO.V,Healthcare,0
Kore Mining Ltd.,KORE.V,Basic Materials,0.6
Kovo Healthtech Corporation,KOVO.V,Healthcare,0
Kainantu Resources Ltd.,KRL.V,Basic Materials,0
Klondike Silver Corp.,KS.V,Basic Materials,0
Kneat.com Inc.,KSI.V,Healthcare,0
Kootenay Silver Inc.,KTN.V,Basic Materials,0
K2 Gold Corporation,KTO.V,Basic Materials,0
Kintavar Exploration Inc.,KTR.V,Basic Materials,0
Cub Energy Inc.,KUB.V,Energy,0
Redishred Capital Corp,KUT.V,Industrials,0
Kuuhubb Inc.,KUU.V,Communication Services,0
KWESST Micro Systems Inc.,KWE.V,Industrials,0
Kaizen Discovery Inc.,KZD.V,Basic Materials,0
Los Andes Copper Ltd.,LA.V,Basic Materials,0
Labrador Gold Corp.,LAB.V,Basic Materials,0
New Carolin Gold Corp.,LAD.V,Basic Materials,0
Libero Copper & Gold Corporation,LBC.V,Basic Materials,0
Lions Bay Capital Inc,LBI.V,Financial Services,0
Liberty One Lithium Corp.,LBY.V,Basic Materials,0
Lamaska Capital Corp.,LCC.P.V,sector not available!,0
Lithoquest Resources Inc.,LDI.V,Basic Materials,0
Leading Edge Materials Corp.,LEM.V,Basic Materials,0
Letho Resources Corp.,LET.V,sector not available!,0
Lithium Energi Exploration Inc.,LEXI.V,Basic Materials,0
Lifeist Wellness Inc.,LFST.V,sector not available!,0
Lendified Holdings Inc.,LHI.V,Financial Services,0
Lakeview Hotel Investment Corp.,LHR.V,Consumer Cyclical,0.12
American Lithium Corp.,LI.V,Basic Materials,0
Lion One Metals Limited,LIO.V,Basic Materials,0
Lithium South Development Corporation,LIS.V,Basic Materials,0
Argentina Lithium and Energy Corp.,LIT.V,Basic Materials,0
Lithium Chile Inc.,LITH.V,Basic Materials,0
Roadman Investments Corp.,LITT.V,Financial Services,0
Lucky Minerals Inc.,LKY.V,Basic Materials,0
Canada Rare Earth Corp.,LL.V,Basic Materials,0
Mason Graphite Inc.,LLG.V,Basic Materials,0
Lingo Media Corporation,LM.V,Communication Services,0
Laurion Mineral Exploration Inc,LME.V,Basic Materials,0
Lincoln Gold Mining Inc.,LMG.V,Basic Materials,0
Lomiko Metals Inc.,LMR.V,Basic Materials,0
Latin Metals Inc.,LMS.V,Basic Materials,0
Loopshare Ltd.,LOOP.V,Technology,0
St. James Gold Corp.,LORD.V,Basic Materials,0
TomaGold Corporation,LOT.V,Basic Materials,0
Cannara Biotech Inc.,LOVE.V,Healthcare,0
Lorne Park Capital Partners Inc.,LPC.V,Financial Services,0
Lupaka Gold Corp.,LPK.V,Basic Materials,0
Legend Power Systems Inc,LPS.V,Industrials,0
LQwD FinTech Corp.,LQWD.V,Technology,0
Luminex Resources Corp.,LR.V,Basic Materials,0
Lara Exploration Ltd.,LRA.V,Basic Materials,0
Lanesborough Real Estate Investment Trust,LRT.UN.V,sector not available!,0
LaSalle Exploration Corp.,LSX.V,Basic Materials,0
Lite Access Technologies Inc.,LTE.V,Technology,0
Leonovus Inc.,LTV.V,Technology,0
Labrador Technologies Inc.,LTX.V,Technology,0
Real Luck Group Ltd.,LUCK.V,Consumer Cyclical,0
Lumina Gold Corp.,LUM.V,Basic Materials,0
Leviathan Gold Ltd.,LVX.V,Basic Materials,0
Leucrotta Exploration Inc.,LXE.V,Energy,0
Lexagene Holdings Inc.,LXG.V,Healthcare,0
Themac Resources Group Limited,MAC.V,Basic Materials,0
Maritime Resources Corp,MAE.V,Basic Materials,0
Magen Ventures I Inc.,MAGN.P.V,sector not available!,0
Marksmen Energy Inc,MAH.V,Energy,0
Minera Alamos Inc.,MAI.V,Basic Materials,0
Maple Peak Investments Inc.,MAP.V,Consumer Cyclical,0
ProStar Holdings Inc.,MAPS.V,Technology,0
Marwest Apartment Real Estate Investment Trust Cl A,MAR.UN.V,sector not available!,0
Marvel Discovery Corp.,MARV.V,Basic Materials,0
Mas Gold Corp.,MAS.V,Basic Materials,0
Masivo Silver Corp.,MASS.V,Basic Materials,0
Montage Gold Corp.,MAU.V,Basic Materials,0
Mobio Technologies Inc.,MBO.V,Technology,0
Momentous Capital Corp.,MCC.P.V,sector not available!,0
Michichi Capital Corp.,MCCP.P.V,sector not available!,0
Pinedale Energy Limited,MCF.V,Energy,0
Mountain China Resorts (Holding) Limited,MCG.V,Consumer Cyclical,0
Minnova Corp.,MCI.V,Basic Materials,0
mCloud Technologies Corp.,MCLD.V,Technology,0
Matachewan Consolidated Mines Ltd. cl A,MCM.A.V,sector not available!,0
Macro Enterprises Inc,MCR.V,Energy,0
McChip Resources Inc,MCS.V,Energy,0.16
Mega Copper Ltd.,MCU.V,Basic Materials,0
MCX Technologies Corporation,MCX.V,Technology,0
Midland Exploration Inc,MD.V,Basic Materials,0
Medallion Resources Ltd.,MDL.V,Basic Materials,0
Madoro Metals Corp.,MDM.V,Basic Materials,0
Medx Health Corp,MDX.V,Healthcare,0
Medgold Resources Corp.,MED.V,Basic Materials,0
Meed Growth Corp.,MEED.P.V,sector not available!,0
Metals Creek Resources Corp.,MEK.V,Basic Materials,0
Mene Inc.,MENE.V,Consumer Cyclical,0
Mercury Acquisitions Corp.,MERC.P.V,sector not available!,0
Metalore Resources Limited,MET.V,Energy,1.6
Mexican Gold Mining Corp.,MEX.V,Basic Materials,0
Mayfair Gold Corp.,MFG.V,Basic Materials,0
Marifil Mines Limited,MFM.V,Basic Materials,0
Minfocus Exploration Corp.,MFX.V,Basic Materials,0
Minaurum Gold Inc.,MGG.V,Basic Materials,0
Magnum Goldcorp Inc.,MGI.V,Basic Materials,0
Monumental Gold Corp.,MGLD.V,Basic Materials,0
Maple Gold Mines Ltd.,MGM.V,Basic Materials,0
Magna Gold Corp.,MGR.V,Basic Materials,0
Mineral Hill Industries Ltd.,MHI.V,Basic Materials,0
Minehub Technologies Inc.,MHUB.V,sector not available!,0
Millbank Mining Corp.,MILL.V,sector not available!,0
Mimi's Rock Corp.,MIMI.V,Consumer Cyclical,0
Inomin Mines Inc,MINE.V,Basic Materials,0
MedMira Inc.,MIR.V,Healthcare,0
The Mint Corporation,MIT.V,Financial Services,0
Miza III Ventures Inc.,MIZA.P.V,sector not available!,0
Majestic Gold Corp.,MJS.V,Basic Materials,0
Mkango Resources Ltd.,MKA.V,Basic Materials,0
Mako Mining Corp.,MKO.V,Basic Materials,0
Melkior Resources Inc,MKR.V,Basic Materials,0
DeepMarkit Corp.,MKT.V,Communication Services,0
Millennial Lithium Corp.,ML.V,Basic Materials,0
Melior Resources Inc.,MLR.V,Basic Materials,0
American Cumo Mining Corporation,MLY.V,Basic Materials,0
Midnight Sun Mining Corp,MMA.V,Basic Materials,0
Metallic Minerals Corp.,MMG.V,Basic Materials,0
Minco Capital Corp.,MMM.V,Financial Services,0
Monarca Minerals Inc.,MMN.V,Basic Materials,0
Macarthur Minerals Limited,MMS.V,Basic Materials,0
Mineral Mountain Resources Ltd.,MMV.V,Basic Materials,0
Monument Mining Limited,MMY.V,Basic Materials,0
Manganese X Energy Corp.,MN.V,Basic Materials,0
Magnetic North Acquisition Corp.,MNC.V,Financial Services,0
Meridian Mining UK Societas,MNO.V,Basic Materials,0
Mednow Inc.,MNOW.V,Healthcare,0
Manitex Capital Inc.,MNX.V,Financial Services,0
Montero Mining And Exploration Ltd.,MON.V,Basic Materials,0
Moon River Capital Ltd.,MOO.P.V,sector not available!,0
Blue Moon Metals Inc.,MOON.V,Basic Materials,0
MOBI724 Global Solutions Inc.,MOS.V,Technology,0
Morien Resources Corp.,MOX.V,Energy,0.012
Medicure Inc.,MPH.V,Healthcare,0
Millennial Precious Metals Corp.,MPM.V,Basic Materials,0
Midpoint Holdings Ltd.,MPT.V,Financial Services,0
Millrock Resources Inc,MRO.V,Basic Materials,0
Mission Ready Solutions Inc.,MRS.V,Industrials,0
Marvel Biosciences Corp,MRVL.V,Healthcare,0
Mirasol Resources Ltd.,MRZ.V,Basic Materials,0
Millennium Silver Corp.,MSC.V,sector not available!,0
Satellos Bioscience Inc.,MSCL.V,Healthcare,0
Mantaro Silver Corp.,MSLV.V,Basic Materials,0
MJ Innovation Capital Corp.,MSMJ.P.V,sector not available!,0
Minaean SP Construction Corp.,MSP.V,Industrials,0
Minsud Resources Corp.,MSR.V,Basic Materials,0
M3 Metals Corp.,MT.V,Basic Materials,0
Metalla Royalty & Streaming Ltd.,MTA.V,Basic Materials,0.048
Mountain Boy Minerals Ltd.,MTB.V,Basic Materials,0
MetalCorp Limited,MTC.V,Basic Materials,0
Mammoth Resources Corp.,MTH.V,Basic Materials,0
Martello Technologies Group Inc.,MTLO.V,Technology,0
Meteorite Capital Inc.,MTR.P.V,sector not available!,0
Metallis Resources Inc.,MTS.V,Basic Materials,0
Magna Terra Minerals Inc.,MTT.V,Basic Materials,0
Manitou Gold Inc,MTU.V,Basic Materials,0
Metalex Ventures Ltd,MTX.V,Basic Materials,0
Mundoro Capital Inc.,MUN.V,Basic Materials,0
Murchison Minerals Ltd.,MUR.V,Basic Materials,0
The Good Shroom Co Inc.,MUSH.V,,0
Minerva Intelligence Inc.,MVAI.V,Technology,0
MillenMin Ventures Inc,MVM.V,sector not available!,0
Moovly Media Inc.,MVY.V,Technology,0
Mineworx Technologies Ltd.,MWX.V,Basic Materials,0
MAX Resource Corp.,MXR.V,Basic Materials,0
Killi Ltd.,MYID.V,Technology,0
Metallum Resources Inc.,MZN.V,Basic Materials,0
New Age Metals Inc.,NAM.V,Basic Materials,0
North American Nickel Inc.,NAN.V,Basic Materials,0
Navigator Acquisition Corp.,NAQ.P.V,sector not available!,0
North Arrow Minerals Inc.,NAR.V,Basic Materials,0
Nevgold Corp.,NAU.V,sector not available!,0
Nobel Resources Corp.,NBLC.V,Basic Materials,0
NEO Battery Materials Ltd.,NBM.V,,0
Nubian Resources Ltd,NBR.V,Basic Materials,0
Nubeva Technologies Ltd.,NBVA.V,Technology,0
Niobay Metals Inc.,NBY.V,Basic Materials,0
Newcore Gold Ltd.,NCAU.V,Basic Materials,0
NTG Clarity Networks Inc.,NCI.V,Technology,0
NorthIsle Copper and Gold Inc.,NCX.V,Basic Materials,0
Neptune Digital Assets Corp.,NDA.V,Financial Services,0
Indiva Limited,NDVA.V,Healthcare,0
New Destiny Mining Corp.,NED.V,Basic Materials,0
Northern Vertex Mining Corp.,NEE.V,Basic Materials,0
Newmac Resources Inc.,NER.V,Basic Materials,0
Canadian Net Real Estate Investment Trust,NET.UN.V,sector not available!,0
Nevada Sunrise Gold Corporation,NEV.V,Basic Materials,0
New Target Mining Corp.,NEW.V,Basic Materials,0
NewOrigin Gold Corp.,NEWO.V,Basic Materials,0
Newtopia Inc.,NEWU.V,Healthcare,0
Nexe Innovations Inc.,NEXE.V,Consumer Cyclical,0
Northfield Capital Corporation cl A rv,NFD.A.V,sector not available!,0
New Found Gold Corp.,NFG.V,Basic Materials,0
Northern Graphite Corporation,NGC.V,Basic Materials,0
Nevada Exploration Inc.,NGE.V,Basic Materials,0
Nervgen Pharma Corp.,NGEN.V,Healthcare,0
NGEx Minerals Ltd.,NGEX.V,Basic Materials,0
New Placer Dome Gold Corp.,NGLD.V,Basic Materials,0
Nexera Energy Inc.,NGY.V,Energy,0
FuelPositive Corporation,NHHH.V,Industrials,0
Lumiera Health Inc.,NHP.V,Healthcare,0
Nexpoint Hospitality Trust,NHT.U.V,sector not available!,0
Nickel Rock Resources Inc.,NICL.V,Basic Materials,0
Magna Mining Inc.,NICU.V,Basic Materials,0
GK Resources Ltd.,NIKL.V,Basic Materials,0
Surge Battery Metals Inc.,NILI.V,Basic Materials,0
Nicola Mining Inc.,NIM.V,Basic Materials,0
Niocan Inc.,NIO.V,Basic Materials,0
