Company Name,Symbol,Sector,Dividend
FidelityUS Momnt Cur,FCMH.TO,sector not available!,0
Fidelity CdnMoIncm L,FCMI.TO,sector not available!,0
Fidelity US Moment L,FCMO.TO,sector not available!,0
FidelityUS HiCurNatr,FCQH.TO,sector not available!,0.396
First Cap REIT Un,FCR.UN.TO,sector not available!,0
Fidelity US DivCur L,FCRH.TO,sector not available!,0.744
Fidelity US DivRtIdx,FCRR.TO,sector not available!,0.732
FidelityCdnST CrpBnd,FCSB.TO,sector not available!,0.336
Frankln ClrBridgIntl,FCSI.TO,sector not available!,0
Fission Uranium J,FCU.TO,Energy,0
Fidelity US DivIdx L,FCUD.TO,sector not available!,0.936
Fidelity US DivCur L,FCUH.TO,sector not available!,0.936
Fidelity USlowVol Un,FCUL.TO,sector not available!,0.31056
FidelityUS HiQual L,FCUQ.TO,sector not available!,0.372
Fidelity US Val L Un,FCUV.TO,sector not available!,0.18
Fidelity USValCurNeu,FCVH.TO,sector not available!,0
1st Tr AlphEmrgMktUn,FDE.TO,sector not available!,0.48
Farmers Edge Inc. J,FDGE.TO,Technology,0
1st TrMornDvLdrCA-Hg,FDL.TO,sector not available!,0
1st Tr DJ Internt Un,FDN.TO,sector not available!,0.1
CI Actv Cdn Div Un,FDV.TO,sector not available!,0.372
1st Tr CboeUS Eq Heg,FEBB.F.TO,sector not available!,0
Frontera Energy Corp,FEC.TO,Energy,0.584
First Mining Gold J,FF.TO,Basic Materials,0
Fairfax Financial SV,FFH.TO,Financial Services,50.92
Flaherty&CrumPref Un,FFI.UN.TO,sector not available!,0
NA Fin 15 Split A,FFN.TO,Financial Services,1.3602
CI ST GovtBondCl ETF,FGB.TO,sector not available!,0.312
Franklin GlbGrowActv,FGGE.TO,sector not available!,0
CI EnhancGovtBond Un,FGO.TO,sector not available!,0.072
FranklnMart SusGlbEq,FGSG.TO,sector not available!,0
1stTr AlphDEX US Ind,FHG.TO,sector not available!,0.12
1stTr AlpDEX US Hlth,FHH.TO,sector not available!,0.4
CI HealthCareCovrUn,FHI.TO,sector not available!,0.724
1stTr AlpDEX US Tech,FHQ.TO,sector not available!,1.176
iShares CdnFinMo Un,FIE.TO,sector not available!,0.48
CI Invest GrdBond Un,FIG.TO,sector not available!,0.384
Fairfax India SV USF,FIH.U.TO,sector not available!,0
Franklin InnovActvUn,FINO.TO,sector not available!,0
1st TrIntlCapStrngth,FINT.TO,sector not available!,0
EvolvS&P500ClnBCA Hg,FIVE.TO,sector not available!,0
Franklin Lbty Core,FLBA.TO,sector not available!,0.524
Franklin LibCAInvGrd,FLCI.TO,sector not available!,0.66
Franklin Lib Cor+Bnd,FLCP.TO,sector not available!,0.6
Franklin LibQTIntlEq,FLDM.TO,sector not available!,1.668
Franklin LbtyQT Emrg,FLEM.TO,sector not available!,0.692
Franklin Lib Glb Bnd,FLGA.TO,sector not available!,0.432
Franklin LbtyQT Glob,FLGD.TO,sector not available!,0.6
CI US&CA LifecoIncm,FLI.TO,sector not available!,0.704
Purpose Fltg Rate Un,FLOT.TO,sector not available!,0.36
Flow Beverage J SV,FLOW.TO,sector not available!,0
Franklin LibRskCA Eq,FLRM.TO,sector not available!,0.504
FranklinLibSH DurBnd,FLSD.TO,sector not available!,0.72
FranklinLibUS InvGrd,FLUI.TO,sector not available!,0.552
Franklin LibQT US Eq,FLUS.TO,sector not available!,0.696
First Quantum Mnrl J,FM.TO,Basic Materials,0.02
First Nat'l Fin Corp,FN.TO,Financial Services,2.34996
Franco-Nevada Corp.,FNV.TO,Basic Materials,1.2
Goodfood Market J,FOOD.TO,Consumer Cyclical,0
VerticalScope J SV,FORA.TO,Communication Services,0
Forza Pete Ltd. J,FORZ.TO,Energy,0
Horizons Indust A Un,FOUR.TO,sector not available!,0
CI Preferred Shr Un,FPR.TO,sector not available!,0.924
CI MSCI CAQualCl ETF,FQC.TO,sector not available!,0.392
First Majestic J,FR.TO,Basic Materials,0
Freshii Inc. Cl A SV,FRII.TO,Consumer Cyclical,0
Freehold Royalties,FRU.TO,Energy,0.6
Fennec Pharmaceut J,FRX.TO,Healthcare,0
CI Enhnc ShrtDur Bnd,FSB.TO,sector not available!,0.18
FranklnMartSusEmgMkt,FSEM.TO,sector not available!,0
CI Glbl Fin Sectr Un,FSF.TO,sector not available!,0.196
1st Tr SnrLoan Cad-H,FSL.TO,sector not available!,0.48
1st Tr CdnCapStrngUn,FST.TO,sector not available!,0.84
FirstService Corp.,FSV.TO,Real Estate,0.73
Forsys Metals Corp J,FSY.TO,Basic Materials,0
Fiera Capital A SV,FSZ.TO,Financial Services,0.84
Fortune Minerals J,FT.TO,Basic Materials,0
1st Tr TacticlBnd Un,FTB.TO,sector not available!,0.636
Firan Tech Grp Corp.,FTG.TO,Industrials,0
Financial 15 Splt A,FTN.TO,Financial Services,1.5084
Field Trip Health J,FTRP.TO,Healthcare,0
Fortis Inc.,FTS.TO,Utilities,2.02
Finning Int'l Inc.,FTT.TO,Industrials,0.9
US Financial 15 Cl A,FTU.TO,Financial Services,0.69024
1st Tr ValLnDivCA-Hg,FUD.TO,sector not available!,0.54
Fury Gld Mines Ltd J,FURY.TO,Basic Materials,0
Fortuna Silver Mines,FVI.TO,Basic Materials,0
Freegold Ventures J,FVL.TO,Basic Materials,0
FAX Capital J SV,FXC.TO,Financial Services,0
CI Mornstr CA Val Un,FXM.TO,sector not available!,0.46
Augusta Gold Corp. J,G.TO,Basic Materials,0
"Gatos Silver, Inc. J",GATO.TO,Basic Materials,0
Galiano Gold Inc. J,GAU.TO,Basic Materials,0
iShrESG Bal ETF Port,GBAL.TO,sector not available!,0.664
Monarch Mining CorpJ,GBAR.TO,Basic Materials,0
BMTC Group Inc.,GBT.TO,Consumer Cyclical,0.64
Great Cdn Gaming,GC.TO,Consumer Cyclical,0
Guardian Cdn Bond Un,GCBD.TO,sector not available!,0
Guardian Capital,GCG.TO,Financial Services,0.72
Colabor Group Inc.,GCL.TO,Consumer Defensive,0.24
Gran Colombia Gold,GCM.TO,Basic Materials,0.18
iShr ESG Conserv Bal,GCNS.TO,sector not available!,0
GuardianCAContrlEqUH,GCSC.TO,sector not available!,0
Genesis Land Dev,GDC.TO,Real Estate,0.6
GuardianEqPathETF Hg,GDEP.TO,sector not available!,0.828
Glbl Div Growers Un,GDG.UN.TO,sector not available!,0
GDI Integrated SV J,GDI.TO,Industrials,0
Goodfellow Inc.,GDL.TO,Basic Materials,1.2
Guardian PremYld Heg,GDPY.TO,sector not available!,1.296
Glbl Div GrowSplit A,GDV.TO,Financial Services,1.2
Glbl RlEst E-Commerc,GEC.UN.TO,sector not available!,0
Gibson Energy Inc,GEI.TO,Energy,1.4
Generation Mining J,GENM.TO,Basic Materials,0
Geodrill Limited Ord,GEO.TO,Basic Materials,0
iShr ESG Eqty Portfl,GEQT.TO,sector not available!,0
GFL Environment SV,GFL.TO,sector not available!,0.056
Goldgroup Mining J,GGA.TO,Basic Materials,0
GuardianFndmtlEqUnhg,GGAC.TO,sector not available!,0
GoGold Resources J,GGD.TO,Basic Materials,0
Guardian EmgMkt Unhg,GGEM.TO,sector not available!,0
iShrESG GrowthPortfl,GGRO.TO,sector not available!,0.692
Gamehost Inc.,GH.TO,Consumer Cyclical,0.696
CGI Inc. Cl A SV,GIB.A.TO,sector not available!,0
Guaridan i3 REIT Heg,GIGR.TO,sector not available!,0.284
Gildan Activewear,GIL.TO,Consumer Cyclical,0.616
Guard i3 GlbGrow Heg,GIQG.TO,sector not available!,0
Guard i3 USGrow Heg,GIQU.TO,sector not available!,0
GLG Life Tech Corp J,GLG.TO,Consumer Defensive,0
Global Atomic Corp J,GLO.TO,Basic Materials,0
Galaxy Digital J Ord,GLXY.TO,Crypto,0
Globex Mining Ent J,GMX.TO,Basic Materials,0
Osisko GrnAcq J A RV,GOGR.UN.TO,sector not available!,0
GoldMining Inc. J,GOLD.TO,Basic Materials,0
Cda Goose Hldgs SV,GOOS.TO,Consumer Cyclical,0
Gt Panther Mining J,GPR.TO,Basic Materials,0
NanoXplore Inc. J,GRA.TO,Basic Materials,0
Gold Springs Res J,GRC.TO,Basic Materials,0
Tantalus Sys Hldg J,GRID.TO,Industrials,0
Greenlane Renew J,GRN.TO,Industrials,0
Granite Rl Est Tr Un,GRT.UN.TO,sector not available!,0
Golden Star Resource,GSC.TO,Basic Materials,0
Gold Stand Venture J,GSV.TO,Basic Materials,0
goeasy Ltd.,GSY.TO,Financial Services,2.64
Gran Tierra Energy J,GTE.TO,Energy,0
Greenbrook TMS Inc J,GTMS.TO,Healthcare,0
Knight Therapeutics,GUD.TO,Healthcare,0
GURU Organic Energy,GURU.TO,Consumer Defensive,0
Glacier Media Inc. J,GVC.TO,Communication Services,0.08
Great-West Lifeco,GWO.TO,Financial Services,1.752
Global Water Res,GWR.TO,Utilities,0.116
Gear Energy Ltd.,GXE.TO,Energy,0
Hydro One Limited,H.TO,Utilities,1.064
Horizon CorpBnd E Un,HAB.TO,sector not available!,0.336
Horizon Seasonl E Un,HAC.TO,sector not available!,0
Horizon ActvCdnBndUn,HAD.TO,sector not available!,0.216
Horizon ActiveGlbl E,HAF.TO,sector not available!,0.192
Haivision Systems,HAI.TO,Technology,0
Horizons Cdn Div E,HAL.TO,sector not available!,0.596
Horizon TacTotRetBnd,HARB.TO,sector not available!,0
Horizons AbsolGlbCur,HARC.TO,sector not available!,0
Horizon GlblDiv E Un,HAZ.TO,sector not available!,0.516
Hamilton AusBk=Wgt E,HBA.TO,sector not available!,2
Horizons Bal TRI A,HBAL.TO,sector not available!,0
Horizon Cdn SlctUniv,HBB.TO,sector not available!,0
BetaPro GldBul-2x Br,HBD.TO,sector not available!,0
HarvestBrndLdr+ A Un,HBF.TO,sector not available!,0.648
HoriznBigDataHrdwr A,HBGD.TO,sector not available!,0.112888
BetaPro Bitcoin ETF,HBIT.TO,sector not available!,0
Brand Leaders Fnd Un,HBL.UN.TO,sector not available!,0
Blockchain Tech A Un,HBLK.TO,sector not available!,0
Hudbay Minerals Inc.,HBM.TO,Basic Materials,0.04
Helix BioPharma,HBP.TO,Healthcare,0
BetaPro GldBul 2x Bl,HBU.TO,sector not available!,0
Hamilton CadBkRev Un,HCA.TO,sector not available!,0
Hamilton EnhanCA Bk,HCAL.TO,sector not available!,1.2
Home Capital Group,HCG.TO,Financial Services,1.04
Harvest CleanEngy Un,HCLN.TO,sector not available!,0
Horizons ConservTRI,HCON.TO,sector not available!,0
Horizons EqlCA REIT,HCRE.TO,sector not available!,0
Accelerate Absol Heg,HDGE.TO,sector not available!,0.4
Hardwoods Dist Inc.,HDI.TO,Industrials,0.4
HamiltonEnhnMltSecCl,HDIV.TO,sector not available!,0
Hanwei Energy Serv,HE.TO,Energy,0
Horizon IncmEq CAD E,HEA.TO,sector not available!,0.936
BetaProS&PTSXEngy-2x,HED.TO,sector not available!,0
Horizons Incm Engy E,HEE.TO,sector not available!,0.312
Horizons Incm Fin E,HEF.TO,sector not available!,0.516
Horizons Intl Eqty E,HEJ.TO,sector not available!,0.264
Horizons ActvEmrgBnd,HEMB.TO,sector not available!,0.3
Horizons Gold Prod E,HEP.TO,sector not available!,1.536
Evolve E-Gaming HgUn,HERO.TO,sector not available!,0.2
BetaProS&PTSX Engy2x,HEU.TO,sector not available!,0
Horizons EqlCdaBanks,HEWB.TO,sector not available!,0
Horizon Incm Eq E Un,HEX.TO,sector not available!,0.372
HEXO Corp.,HEXO.TO,Healthcare,0
BetaProSPTSX Fin -2x,HFD.TO,sector not available!,0
Hamilton Glbl Fin E,HFG.TO,sector not available!,0
Helios Fairfax SV US,HFPC.U.TO,sector not available!,0
Horizon ActUltST Bnd,HFR.TO,sector not available!,0.108
Hamilton Fin Innov,HFT.TO,sector not available!,0
BetaProSPTSXFin 2xBl,HFU.TO,sector not available!,0
BetaProCdnGldMn-2xBr,HGD.TO,sector not available!,0
HorizonS&P GreenBndA,HGGB.TO,sector not available!,0
Harvest Glb GldGiant,HGGG.TO,sector not available!,0
HarvestGlblREITLdr A,HGR.TO,sector not available!,0.552
Horizon GrowTRI A Un,HGRO.TO,sector not available!,0
BetaProCdnGldMnr2xBl,HGU.TO,sector not available!,0
Horizons GldYld E Un,HGY.TO,sector not available!,0.288
Horizon Mornstar Heg,HHF.TO,sector not available!,0
Harvest HlthcrLdr Un,HHL.TO,sector not available!,0.696
Brompton GlbHlthcrCA,HIG.TO,sector not available!,0.6
BetaProSP500DlyInvrs,HIU.TO,sector not available!,0
BetaPro60 DailyInvrs,HIX.TO,sector not available!,0
High Liner Foods Inc,HLF.TO,Consumer Defensive,0.28
HoriznGlbLithiumProd,HLIT.TO,sector not available!,0
Horizn LadrdCA PrShr,HLPR.TO,sector not available!,0
HLS Therapeutics J,HLS.TO,Healthcare,0.2
BetaPro MarijCoInvrA,HMJI.TO,sector not available!,0
BetaPro MarijCo2xBul,HMJU.TO,sector not available!,0
Hammond Mfg Cl A SV,HMM.A.TO,sector not available!,0
Horizons Marij Lfe A,HMMJ.TO,sector not available!,0.088
Horizn ActCdnMunBd E,HMP.TO,sector not available!,0.204
BetaProNatGas Lev Br,HND.TO,sector not available!,0
BetaPro NatGasLevBul,HNU.TO,sector not available!,0
BetaPro CrdOilInvrBr,HOD.TO,sector not available!,0
Horizn PplnEngyServA,HOG.TO,sector not available!,0.292
BSR REIT Invest USF,HOM.U.TO,sector not available!,0
BSR REIT Invest Un,HOM.UN.TO,sector not available!,0
American Hotl Un USF,HOT.U.TO,sector not available!,0
American Hotl LP Un,HOT.UN.TO,sector not available!,0
BetaPro CrdOilLevBul,HOU.TO,sector not available!,0
HarvestEnergyLdr+ Un,HPF.TO,sector not available!,0.12
Horizon Pref Cl E Un,HPR.TO,sector not available!,0.384
Hammond Power A SV,HPS.A.TO,sector not available!,0
BetaProNSDQ100 -2xBr,HQD.TO,sector not available!,0
BetaProNASDQ100 2xBl,HQU.TO,sector not available!,0
H&R Real Estate Un,HR.UN.TO,sector not available!,0
Horizons ReSolvAlloc,HRAA.TO,sector not available!,0
BetProEqCA REIT-2xBr,HRED.TO,sector not available!,0
BetaProEqCA REIT2xBl,HREU.TO,sector not available!,0
Australian REIT A Un,HRR.UN.TO,sector not available!,0
Harte Gold Corp. J,HRT.TO,Basic Materials,0
Heroux-Devtek Inc.,HRX.TO,Industrials,0
Horizons CshMaxShare,HSAV.TO,sector not available!,0
BetaPro S&P500 -2xBr,HSD.TO,sector not available!,0
Horizn S&P500CA Hegd,HSH.TO,sector not available!,0
Horizn ActvFltLoan E,HSL.TO,sector not available!,0.132
BetaPro S&P500 2x Bl,HSU.TO,sector not available!,0
HorizonsUSD CshMaxUS,HSUV.U.TO,sector not available!,0
HarvestTechAchvGrw A,HTA.TO,sector not available!,0.28
Horizn US7-10TreasBd,HTB.TO,sector not available!,0
Harvest US BkLeadrUn,HUBL.TO,sector not available!,0.996
Horizons CrudOil ETF,HUC.TO,sector not available!,0
Horizons UltST USBnd,HUF.TO,sector not available!,0.096
Horizons Gold ETF,HUG.TO,sector not available!,0
HarvestUS Eqty+ A Un,HUL.TO,sector not available!,0.4
HorizonsUS LrgCapIdx,HULC.TO,sector not available!,0
Hamilton USMidSmFinE,HUM.TO,sector not available!,1.4
Horizons NatrlGasETF,HUN.TO,sector not available!,0
Horizon GlbUranium A,HURA.TO,sector not available!,0
Hut 8 Mining Corp J,HUT.TO,Crypto,0
Harvest Eq Wght Util,HUTL.TO,sector not available!,1.404
BetaProSP500ST Futre,HUV.TO,sector not available!,0
Horizons Silver ETF,HUZ.TO,sector not available!,0
Middlefield HealthUn,HWF.TO,sector not available!,0.504
High Arctic Engy Inc,HWO.TO,Energy,0.204
Headwater Expl Inc.,HWX.TO,Energy,0
HorizonsS&PTSXCapIdx,HXCN.TO,sector not available!,0
BetaProS&PTSX60-2xBr,HXD.TO,sector not available!,0
Horizons IntlMkts Eq,HXDM.TO,sector not available!,0
Horizn S&PCapEngyIdx,HXE.TO,sector not available!,0
Horizons EmergMkt Eq,HXEM.TO,sector not available!,0
Horizn S&PCapFin Idx,HXF.TO,sector not available!,0
Horizons CdnHiDivShr,HXH.TO,sector not available!,0
Horizon NASDAQ100SHR,HXQ.TO,sector not available!,0
Horizons S&P500 Shr,HXS.TO,sector not available!,0
Horizon S&P/TSX60,HXT.TO,sector not available!,0
BetaProS&PTSX60 2xBl,HXU.TO,sector not available!,0
HoriznEURO 50IndxShr,HXX.TO,sector not available!,0
Horizn Actv Bnd&Pr E,HYBR.TO,sector not available!,0.384
Horizns GlblHydrogen,HYDR.TO,sector not available!,0
Horizon HighYldBnd E,HYI.TO,sector not available!,0.336
BetaPro Slvr -2DlyBr,HZD.TO,sector not available!,0
Horizonte Min Ord J,HZM.TO,Basic Materials,0
BetaPro Slvr 2xDlyBl,HZU.TO,sector not available!,0
iA Financial Corp.,IAG.TO,Financial Services,1.94
i-80 Gold Corp. J,IAU.TO,Basic Materials,0
IBI Group Inc.,IBG.TO,Industrials,0.552
Canlan Ice Sports,ICE.TO,Consumer Cyclical,0.112
IA ClaringtnCore Fnd,ICPB.TO,sector not available!,0.264
Indigo Books & Music,IDG.TO,Consumer Cyclical,0.44
Middlefld REIT INDX+,IDR.TO,sector not available!,0.9
iFabric Corp. J,IFA.TO,Consumer Cyclical,0
Intact Fin Corp.,IFC.TO,Financial Services,3.32
Interfor Corporation,IFP.TO,Basic Materials,0
IA ClaringtonFltg Un,IFRF.TO,sector not available!,0
IA Claringtn LoomGlb,IGAF.TO,sector not available!,0
Purpose Glbl Bond Cl,IGB.TO,sector not available!,0.72
PIMCO InvGrdCreditCA,IGCF.TO,sector not available!,0.564
IGM Financial Inc.,IGM.TO,Financial Services,2.252
Imperial Metals Corp,III.TO,Basic Materials,0
InterRent REIT Un J,IIP.UN.TO,sector not available!,0
IA ClaringtLooMltBnd,ILGB.TO,sector not available!,0
InvescoS&PIntl LwVol,ILV.TO,sector not available!,0.48
Iamgold Corporation,IMG.TO,Basic Materials,0.524
Imperial Oil Ltd.,IMO.TO,Energy,1.08
Intermap Technology,IMP.TO,Technology,0
IMV Inc. J,IMV.TO,Healthcare,0
Income Fin Tr Un,INC.UN.TO,sector not available!,0
Intercure J Ord USF,INCR.U.TO,sector not available!,0
Innergex Renew Engy,INE.TO,Utilities,0.72
Sustainabl InfrasDiv,INF.UN.TO,sector not available!,0
Inovalis REIT Un,INO.UN.TO,sector not available!,0
Horizon InovestCdnEq,INOC.TO,sector not available!,0.176
INSCAPE Corp Cl B SV,INQ.TO,Consumer Cyclical,0.44
IntelliPharma Intl J,IPCI.TO,Healthcare,0
Int'l Pete Corp.,IPCO.TO,Energy,0
Inter Pipeline Ltd.,IPL.TO,Energy,0.48
InPlay Oil Corp. J,IPO.TO,Energy,0
CI WisdomTrIntlDivHG,IQD.TO,sector not available!,1
IA ClaringtnStrtegic,ISIF.TO,sector not available!,0
Info Serv Corp. A LV,ISV.TO,Industrials,0.8
i3 Energy plc J Ord,ITE.TO,Energy,0
Int'l Tower Hill J,ITH.TO,Basic Materials,0
Intertape Polymer,ITP.TO,Consumer Cyclical,0.864
Ivanhoe Mines Cl A J,IVN.TO,Basic Materials,0
Invesque Inc.,IVQ.TO,Healthcare,0
Jaguar Mining Inc. J,JAG.TO,Basic Materials,0.16
CI WisdomTr JpnEqHeg,JAPN.TO,sector not available!,0
JFT Strategies A Un,JFS.UN.TO,sector not available!,0
Josemaria Res Inc. J,JOSE.TO,Basic Materials,0
Journey Energy Inc.,JOY.TO,Energy,0.16
Jamieson Wellness,JWEL.TO,Consumer Defensive,0.6
Kinross Gold Corp.,K.TO,Basic Materials,0.152
K-Bro Linen Inc.,KBL.TO,Industrials,1.2
Keg Royalties Fnd Un,KEG.UN.TO,sector not available!,0
Kolibri Glb Energy J,KEI.TO,Energy,0
Kelt Expl Ltd. J,KEL.TO,Energy,0
Keyera Corp.,KEY.TO,Energy,1.92
Purpose Gold Bul Un,KILO.TO,sector not available!,0
Kits Eyecare Ltd.,KITS.TO,Consumer Cyclical,0
Kirkland Lake Gold J,KL.TO,Basic Materials,0.924
Kelso Technologies,KLS.TO,Industrials,0
Killam Apt REIT Un J,KMP.UN.TO,sector not available!,0
K92 Mining Inc. J,KNT.TO,Basic Materials,0
Corvus Gold Inc. J,KOR.TO,Basic Materials,0
KP Tissue Inc.,KPT.TO,Consumer Defensive,0.72
Karnalyte Res J,KRN.TO,Basic Materials,0
Karora Res Inc. J,KRR.TO,Basic Materials,0
Kinaxis Inc. J,KXS.TO,Technology,0
Loblaw Companies Ltd,L.TO,Consumer Defensive,1.46
MediPharm LabsCorp J,LABS.TO,Healthcare,0
Lithium Americas J,LAC.TO,Basic Materials,0
Laramide Resources J,LAM.TO,Basic Materials,0
Lassonde Ind Cl A SV,LAS.A.TO,sector not available!,0
Laurentian Bk of Can,LB.TO,Financial Services,1.6
Life & Banc Split A,LBS.TO,Financial Services,1.2
Tidewater Renew J,LCFS.TO,sector not available!,0
Brompton Life Splt A,LCS.TO,Financial Services,0.9
Evolve FutrLeadr Heg,LEAD.TO,sector not available!,1.26
LEAF Mobile Inc. J,LEAF.TO,Communication Services,0
Lion Electric Co J,LEV.TO,Industrials,0
Cdn Life Co Split A,LFE.TO,Financial Services,0.216
Liberty Gold Corp. J,LGD.TO,Basic Materials,0
Largo Resources J,LGO.TO,Basic Materials,0
Logistec Corp. A MV,LGT.A.TO,sector not available!,0
Logistec Corp Cl B,LGT.B.TO,sector not available!,0
Labrador Iron Ore,LIF.TO,Basic Materials,7
Evolve GlbHlthYldHeg,LIFE.TO,sector not available!,1.5
Loncor Gold Inc. J,LN.TO,Basic Materials,0
Leon's Furniture Ltd,LNF.TO,Consumer Cyclical,5
Linamar Corporation,LNR.TO,Consumer Cyclical,0.64
Freshlocal Solutn J,LOCL.TO,Consumer Defensive,0
CI GlbLongevtyEconC$,LONG.TO,sector not available!,0
Loop Energy Inc. J,LPEN.TO,Industrials,0
Middlefld Hlth&LfeUn,LS.TO,sector not available!,0.6
Lightspeed Commrc SV,LSPD.TO,Technology,0
LifeSpeak Inc. J,LSPK.TO,Technology,0
Lucara Diamond J,LUC.TO,Basic Materials,0.1
Lundin Gold Inc. J,LUG.TO,Basic Materials,0
Lundin Mining Corp,LUN.TO,Basic Materials,0.72
LifeWorks Inc.,LWRK.TO,Technology,0.78
"LXRandCo, Inc. J B",LXR.TO,Consumer Cyclical,0
MAG Silver Corp. J,MAG.TO,Basic Materials,0
Magnet Forensics SV,MAGT.TO,Technology,0
Magellan Aerospace,MAL.TO,Industrials,0.42
Marimaca Copper J,MARI.TO,Basic Materials,0
MAV Beauty Brands,MAV.TO,Consumer Defensive,0
Mawson Gold Ltd. J,MAW.TO,Basic Materials,0
Maxar Technologies,MAXR.TO,Technology,0.04
1stTrCboeVestUS EqHg,MAYB.F.TO,sector not available!,0
CIBT Education Grp J,MBA.TO,Consumer Defensive,0
Mackenzie Bal Alloc,MBAL.TO,sector not available!,0
MindBeacon Hldgs J,MBCN.TO,Healthcare,0
MBN Corporation Eqty,MBN.TO,Financial Services,0.32
Microbix Biosystms J,MBX.TO,Healthcare,1.1
McCoy Global Inc.,MCB.TO,Energy,0.2
Manulfe MltCdnLrgUnh,MCLC.TO,sector not available!,1.588
Mackenzie ConsrvAllo,MCON.TO,sector not available!,0
MackenzieCA FixdIncm,MCSB.TO,sector not available!,0.396
ManulfMultfCdSMID Un,MCSM.TO,sector not available!,0.784
MDA Ltd. J,MDA.TO,Industrials,0
Digital ConsmrDiv Un,MDC.UN.TO,sector not available!,0
mdf commerce inc.,MDF.TO,Communication Services,0.4
Major Drilling Group,MDI.TO,Basic Materials,0.08
Medicenna Therapeu J,MDNA.TO,Healthcare,0
Medexus Pharma J,MDP.TO,Healthcare,0
Healthcare SpecOp Un,MDS.UN.TO,sector not available!,0
MackenzieGlbl SusDiv,MDVD.TO,sector not available!,0
Moneta Gold Inc. J,ME.TO,Basic Materials,0
Mackenzie EmrgMkts E,MEE.TO,sector not available!,0.376
MEG Energy Corp.,MEG.TO,Energy,0
Manulife Emrg MktsUn,MEME.B.TO,sector not available!,0
Mainstreet Equity J,MEQ.TO,Real Estate,0
MackenzieMaxDvrEur E,MEU.TO,sector not available!,0.732
Manulife Financial,MFC.TO,Financial Services,1.12
Maple Leaf Foods Inc,MFI.TO,Consumer Defensive,0.72
Mackenzie FltgRate E,MFT.TO,sector not available!,0.696
Magna Int'l Inc.,MG.TO,Consumer Cyclical,1.72
Mega Uranium Ltd. J,MGA.TO,Energy,0
Mackenzie GlbFixIncm,MGAB.TO,sector not available!,0
Mackenzie GlbFxIncmE,MGB.TO,sector not available!,0.612
Mackenzie GrwthAlloc,MGRW.TO,sector not available!,0.452
FlagshpCommunREIT US,MHC.U.TO,sector not available!,0
Minto Apart REIT Un,MI.UN.TO,sector not available!,0
MINT Incme Fnd Tr Un,MID.UN.TO,sector not available!,0
Excelsior Mining J,MIN.TO,Basic Materials,0
Horizons AI GlblEq A,MIND.TO,sector not available!,0.55548
Manulfe MltDevInt Un,MINT.TO,sector not available!,1.276
Mackenzie IvyGlbEq E,MIVG.TO,sector not available!,0.904
Mackenzie CAFxIncm E,MKB.TO,sector not available!,0.456
Mackenzie MaxDvrCA E,MKC.TO,sector not available!,0.308
MCAN Mortgage Corp.,MKP.TO,Financial Services,1.36
MacKenzie Master Un,MKZ.UN.TO,sector not available!,0
Precious Mtl&Mine Un,MMP.UN.TO,sector not available!,0
Maverix Metals Inc.,MMX.TO,Basic Materials,0.05
Mandalay Res Corp J,MND.TO,Basic Materials,0.0996
Ry Cdn Mint-Sil ETR,MNS.TO,sector not available!,0
Ry Cdn Mint-Gold ETR,MNT.TO,sector not available!,0
Mogo Inc. J,MOGO.TO,Technology,0
Marathon Gold Corp J,MOZ.TO,Basic Materials,0
Madison Pacific Cl B,MPC.TO,Real Estate,0.21
Mackenzie PortflComp,MPCF.TO,sector not available!,0.708
Dream Impact Tr Un,MPCT.UN.TO,sector not available!,0
Mountain Province J,MPVD.TO,Basic Materials,0
Melcor REIT Un,MR.UN.TO,sector not available!,0
Morguard Corporation,MRC.TO,Real Estate,0.6
Melcor Developments,MRD.TO,Real Estate,0.48
Martinrea Int'l Inc.,MRE.TO,Consumer Cyclical,0.2
Morguard NA REIT UN,MRG.UN.TO,sector not available!,0
Morguard REIT 4.5Deb,MRT.DB.TO,sector not available!,0
Morguard Real Est Un,MRT.UN.TO,sector not available!,0
Metro Inc.,MRU.TO,Consumer Defensive,1
Nuvo Pharmaceuticals,MRV.TO,Healthcare,0
Minco Silver Corp J,MSV.TO,Basic Materials,0
Mullen Group Ltd.,MTL.TO,Industrials,0.48
MTY Food Group Inc.,MTY.TO,Consumer Cyclical,0.74
Mackenzie Uncnstrn E,MUB.TO,sector not available!,0.72
Manulfe MltUSLrgCpHg,MULC.TO,sector not available!,0.7
Manulfe MultUS MidHg,MUMC.TO,sector not available!,0.428
Mackenzie MaxDvrUS E,MUS.TO,sector not available!,0.232
Manulf US SmallCapUn,MUSC.TO,sector not available!,0.65278
McEwen Mining Inc. J,MUX.TO,Basic Materials,0.02
MediaValet Inc. J,MVP.TO,Technology,0
MackenzieMaxDvr AW E,MWD.TO,sector not available!,0.36
Methanex Corporation,MX.TO,Basic Materials,0.5
Maxim Power Corp.,MXG.TO,Utilities,0
Mackenzie AlWrl NA E,MXU.TO,sector not available!,0.576
NBI Liquid Alternatv,NALT.TO,sector not available!,0
Nano One Materials J,NANO.TO,Basic Materials,0
NioCorp Dev Ltd. J,NB.TO,Basic Materials,0
Neighbourly Pharm J,NBLY.TO,Healthcare,0
Northcliff Res Ltd J,NCF.TO,Basic Materials,0
NCM Core Glb ETF Ser,NCG.TO,sector not available!,0
Newcrest Mining Ord,NCM.TO,Basic Materials,0
