Company Name,Symbol,Sector,Dividend
Nickel CrkPlatinum J,NCP.TO,Basic Materials,0
Nevada Copper Corp J,NCU.TO,Basic Materials,0
NBI Cdn Div Incom Un,NDIV.TO,sector not available!,0
Nthrn Dynasty Min J,NDM.TO,Basic Materials,0
Neo Perform Material,NEO.TO,Basic Materials,0.4
Neptune WellSolutn J,NEPT.TO,Healthcare,0
Nexa Resources S.A.,NEXA.TO,Basic Materials,1.057092
NextSource Materl J,NEXT.TO,Basic Materials,0
NBI Cdn FamilyBusnss,NFAM.TO,sector not available!,0
NFI Group Inc.,NFI.TO,Consumer Cyclical,0.85
NovaGold Resources J,NG.TO,Basic Materials,0.68
New Gold Inc.,NGD.TO,Basic Materials,0
NBI GlblPrivateEq Un,NGPE.TO,sector not available!,0
Newmont Corporation,NGT.TO,Basic Materials,2.2
NorthviewCA HiYldFnd,NHF.UN.TO,sector not available!,0
Nighthawk Gold J,NHK.TO,Basic Materials,0
NBI HighYld Bond Un,NHYB.TO,sector not available!,0
Noranda Incm PriorUn,NIF.UN.TO,sector not available!,0
NBI ActiveIntl Eq Un,NINT.TO,sector not available!,0
N.A. Construction,NOA.TO,Energy,0.16
1st TrCboeVesUS EqHg,NOVB.F.TO,sector not available!,0
Nova Cannabis Inc J,NOVC.TO,Healthcare,0
NextPoint Fin J US,NPF.U.TO,sector not available!,0
Northland Power Inc.,NPI.TO,Utilities,1.2
Verde Agritech Plc J,NPK.TO,Basic Materials,0
NBI ActvCdnPrShr Un,NPRF.TO,sector not available!,0.96
NBI GlblRl AssetIncm,NREA.TO,sector not available!,0.6
NBI SustainCdnBnd Un,NSCB.TO,sector not available!,0
NBI SustainCA CrpBnd,NSCC.TO,sector not available!,0.6
NBI SustainCdnEq Un,NSCE.TO,sector not available!,0.2
NBI SustainGlblEq Un,NSGE.TO,sector not available!,0
Nomad Rylty Co J,NSR.TO,Basic Materials,0
Nutrien Ltd.,NTR.TO,Basic Materials,1.84
New Pacific Metals J,NUAG.TO,Basic Materials,0
NBI Unconstr FxdIncm,NUBF.TO,sector not available!,0.36
NBI Active US Eq Un,NUSA.TO,sector not available!,0
NuVista Energy Ltd.,NVA.TO,Energy,0.2
Neovasc Inc. J,NVCN.TO,Healthcare,0
Nuvei Corp. J SV,NVEI.TO,Technology,0
Novo Resources J,NVO.TO,Basic Materials,0
NW Company VarV&ComV,NWC.TO,Consumer Defensive,1.44
NW Healthcare Un,NWH.UN.TO,sector not available!,0
NexGen Energy Ltd. J,NXE.TO,Energy,0
CI EnergyGiantCov Un,NXF.TO,sector not available!,0.4
NexJ Systems Inc. J,NXJ.TO,Technology,0
Nexus REIT Un,NXR.UN.TO,sector not available!,0
First Tr Indxx NextG,NXTG.TO,sector not available!,0
NorZinc Ltd. J,NZC.TO,Basic Materials,0
Obsidian Energy Ltd,OBE.TO,Energy,0.28
OceanaGold Corp.,OGC.TO,Basic Materials,0.04
Orbit Garant Drill,OGD.TO,Basic Materials,0
Organigram Hldgs J,OGI.TO,Healthcare,0
Orla Mining Ltd. J,OLA.TO,Basic Materials,0
Olympia Fin Group,OLY.TO,Financial Services,2.76
Orosur Mining Inc.,OMI.TO,Basic Materials,0
Oncolytics Biotech,ONC.TO,Healthcare,0
CI One NA Core+Bond,ONEB.TO,sector not available!,0.768
Accelerate1ChoicePrt,ONEC.TO,sector not available!,0
CI One GlblEq ETF Un,ONEQ.TO,sector not available!,0.416
Onex Corporation SV,ONEX.TO,Financial Services,0.4
Opsens Inc. J,OPS.TO,Healthcare,0
Optiva Inc. J,OPT.TO,Technology,0
Osisko Gld Royalty,OR.TO,Basic Materials,0.2
Aura Minerals Inc. J,ORA.TO,Basic Materials,0
HarvestSpaceInnov A,ORBT.TO,sector not available!,0
Orea Mining Corp J,OREA.TO,Basic Materials,0
Orocobre Ltd. Ord J,ORL.TO,Basic Materials,0
Orvana Minerals J,ORV.TO,Basic Materials,0
Osisko Mining Inc. J,OSK.TO,Basic Materials,0
Brompton Oil Splt A,OSP.TO,Financial Services,1.2
Open Text Corp,OTEX.TO,Technology,0.8836
Ovintiv Inc.,OVV.TO,Energy,0.56
Pan American Silver,PAAS.TO,Basic Materials,0.4
Patriot One Tech J,PAT.TO,Technology,0
Payfare Inc. J Cl A,PAY.TO,Technology,0
Purpose EnhncPremYld,PAYF.TO,sector not available!,1.416
Purpose Tot Ret Bond,PBD.TO,sector not available!,0.624
Premium Brands Hldgs,PBH.TO,Consumer Defensive,2.54
Purpose Best Ideas,PBI.TO,sector not available!,0
Pollard Banknote Ltd,PBL.TO,Consumer Cyclical,0.16
Canso Credit A Un,PBY.UN.TO,sector not available!,0
PIMCO MngdConsvBndPl,PCON.TO,sector not available!,0.352
PIMCO Mngd CoreBndPl,PCOR.TO,sector not available!,0.492
Precision Drill Corp,PD.TO,Energy,5.6
Invesco Cdn Div Un,PDC.TO,sector not available!,1.128
Purpose Core Div Fnd,PDF.TO,sector not available!,1.02
Purpose EnhncDiv ETF,PDIV.TO,sector not available!,0.624
Prime Dividend Cl A,PDV.TO,Financial Services,0.73704
Pieridae Energy J,PEA.TO,Energy,0
Pet Valu Hldgs J,PET.TO,sector not available!,0
Peyto Expl & Dev,PEY.TO,Energy,0.04
Picton MahoneyActive,PFAE.TO,sector not available!,0
PFB Corporation,PFB.TO,Industrials,0.4
Invesco CorpBndCA$Hg,PFH.F.TO,sector not available!,0
Picton MahoneyIncome,PFIA.TO,sector not available!,0
Invesco 1-3YrLadFltg,PFL.TO,sector not available!,0.06
PictonMahony LnShAlt,PFLS.TO,sector not available!,0
Picton MahoneyMktNeu,PFMN.TO,sector not available!,0
PictonMahnyMult-Stgy,PFMS.TO,sector not available!,0
PictonMhnyFortSpeSit,PFSS.TO,sector not available!,0
PIMCO Gbl IncmOpp Un,PGI.UN.TO,sector not available!,0
Purpose Tact Hegd Eq,PHE.TO,sector not available!,0.52
Purpose Rl Est Incme,PHR.TO,sector not available!,0.864
Purpose Intl TacHgEq,PHW.TO,sector not available!,0.4
PHX Energy Services,PHX.TO,Energy,0.1
Sprott PhyGold CA Un,PHYS.TO,Financial Services,0
Premium Income Cl A,PIC.A.TO,sector not available!,0
Purpose Intl Div Un,PID.TO,sector not available!,0.936
Polaris Infras J,PIF.TO,Utilities,0.752
Purpose Monthly Incm,PIN.TO,sector not available!,0.996
Purpose Mult-AstIncm,PINC.TO,sector not available!,1.008
Purpose GlblInnovatr,PINV.TO,sector not available!,0
Pipestone Energy J,PIPE.TO,Energy,0
Parkland Corp.,PKI.TO,Energy,1.236
Park Lawn Corp.,PLC.TO,Consumer Cyclical,0.456
PIMCO LwDuratnMoIncm,PLDI.TO,sector not available!,0
Invesco LowVolPortfl,PLV.TO,sector not available!,0.516
Plaza Retail REIT Un,PLZ.UN.TO,sector not available!,0
Picton Mahoney A Un,PMB.UN.TO,sector not available!,0
Sentry Prime Metal A,PME.TO,Basic Materials,0.18
PIMCO MthlyIncmETFUn,PMIF.TO,sector not available!,0.6
Purpose Mult-StgyNeu,PMM.TO,sector not available!,0
ProMIS Neurosci J,PMN.TO,Healthcare,0
PIMCO Glbl ShrtCda,PMNT.TO,sector not available!,0.204
Perpetual Energy Inc,PMT.TO,Energy,3.6
Postmedia Ntwrk C J,PNC.A.TO,sector not available!,0
Postmedia Ntwrk VV J,PNC.B.TO,sector not available!,0
Pine Cliff Energy J,PNE.TO,Energy,0
Pinetree Capital J,PNP.TO,Financial Services,0
Polymet Mining J,POM.TO,Basic Materials,0
Paramount Res Cl A,POU.TO,Energy,0.24
Power Corp of Cda SV,POW.TO,Financial Services,1.792
Pembina Pipeline,PPL.TO,Energy,2.52
Prairie Provident J,PPR.TO,Energy,0
Invesco Cdn Pr Un,PPS.TO,sector not available!,0.696
Perpetua Res Corp. J,PPTA.TO,Basic Materials,0
Lysander-SlatrPrActv,PR.TO,sector not available!,0.396
Purpose DiversRl Ast,PRA.TO,sector not available!,0.3
Evolve DivStablPr Un,PREF.TO,sector not available!,1.14
Big Pharma Split A,PRM.TO,Financial Services,1.236
Primo Water Corp.,PRMW.TO,Consumer Defensive,0.304
Profound Medical,PRN.TO,Healthcare,0
Purpose Conserv Incm,PRP.TO,sector not available!,0.648
Petrus Resources J,PRQ.TO,Energy,0
Perseus Mining Ord J,PRU.TO,Basic Materials,0
PRO Real Est Tr Un,PRV.UN.TO,sector not available!,0
Purpose High IntSvgs,PSA.TO,sector not available!,0.3
Invesco1-5CorpBnd Un,PSB.TO,sector not available!,0.516
Pulse Seismic Inc.,PSD.TO,Energy,0.8
Pason Systems Inc.,PSI.TO,Energy,0.2
PrairieSky Royalty,PSK.TO,Energy,0.26
Sprott Phy Sil Cdn,PSLV.TO,Financial Services,0
Purpose US Cash USF,PSU.U.TO,sector not available!,0
Invesco GlbShrhldrCA,PSY.TO,sector not available!,1.032
PIMCO Tact Incm A Un,PTI.UN.TO,sector not available!,0
Platinum Grp Metal J,PTM.TO,Basic Materials,0
PIMCO Tact IncmOpp A,PTO.UN.TO,sector not available!,0
Points Int'l Ltd. J,PTS.TO,Communication Services,0
Purpose US DivETF Un,PUD.TO,sector not available!,0.78
Pretium Resources J,PVG.TO,Basic Materials,0
Sustain Pwr&Infras A,PWI.TO,Financial Services,0.804
Invesco FTSE RAFICdn,PXC.TO,sector not available!,0.908
Invesco FTSE Glb+ETF,PXG.TO,sector not available!,0.508
InvescFTSE USFnd2 CA,PXS.TO,sector not available!,0.564
Parex Resources J,PXT.TO,Energy,0
InvescoFTSE US CA-Hg,PXU.F.TO,sector not available!,0
Purpose Prem Yld ETF,PYF.TO,sector not available!,0.996
PyroGenesis Cda J,PYR.TO,Industrials,0
Pizza Pizza Royalty,PZA.TO,Consumer Cyclical,0.72
InvscoFTSE CA Sml-Md,PZC.TO,sector not available!,0.432
Invesc FTSERAF GlbCA,PZW.TO,sector not available!,0.452
MackenzieUS LrgCapCH,QAH.TO,sector not available!,1.656
Mackenzie CdnAggrBnd,QBB.TO,sector not available!,2.376
Quebecor Inc Cl A MV,QBR.A.TO,sector not available!,0
Quebecor Inc Cl B SV,QBR.B.TO,sector not available!,0
Bitcoin Fund A CAD,QBTC.TO,,0
AGFiQ US AntiBetCAHg,QBTL.TO,sector not available!,0
AGFiQ Cdn Eqty Un,QCD.TO,sector not available!,3.548
Mackenzie CdnLrgCpEq,QCE.TO,sector not available!,0
1st TrNsdqCleanGreen,QCLN.TO,sector not available!,0.04
Mackenzie Cdn EqtyUn,QCN.TO,sector not available!,3.116
Mackenzie IntlEq Idx,QDX.TO,sector not available!,3.84
MackenzieDvExNABndCH,QDXB.TO,sector not available!,0
Mackenzie IntlEq C-H,QDXH.TO,sector not available!,0.90056
Mackenzie EmrgMktBnd,QEBH.TO,sector not available!,0
Mackenzie EmrgCurBnd,QEBL.TO,sector not available!,3.336
Questerre Corp. J,QEC.TO,Energy,0
AGFiQ EmergMkt Eq Un,QEM.TO,sector not available!,2.38
The EtherFnd A Un US,QETH.U.TO,sector not available!,0
The EtherFnd A C$ Un,QETH.UN.TO,sector not available!,0
Mackenzie USBndCAD-H,QHY.TO,sector not available!,4.476
AGFiQ Intl Eq ETF Un,QIE.TO,sector not available!,1.832
MackenzieGlbl Infras,QINF.TO,sector not available!,0
AGFiQ GlbBal Portfl,QMA.TO,sector not available!,1.936
AGFiQ Glb IncmPortfl,QMY.TO,sector not available!,1
Invesco NASDAQ100 C$,QQC.TO,sector not available!,0
Invesco NASDQ100=Wgt,QQEQ.TO,sector not available!,0
Invesco NASDQNext100,QQJR.TO,sector not available!,0
MackenzieDevMktRlEst,QRET.TO,sector not available!,0
Mackenzie CdnSTBndE,QSB.TO,sector not available!,0
Restaurant BrndLP Un,QSP.UN.TO,sector not available!,0
Restaurant Brnd Intl,QSR.TO,Consumer Cyclical,2.652
Quarterhill Inc.,QTRH.TO,Technology,0.052
MackenzieUSAggrBndCH,QUB.TO,sector not available!,0
Mackenzie USCrpBnd E,QUIG.TO,sector not available!,3.804
AGFiQ US Eqty ETF Un,QUS.TO,sector not available!,1.604
Mackenzie USLrgCapEq,QUU.TO,sector not available!,1.7
CI Mornstar NatBk QC,QXM.TO,sector not available!,0.268
Middlefld GlbRl Asst,RA.UN.TO,sector not available!,0
Arrow EC IncmAdvanUn,RATE.TO,sector not available!,0.804
Ravensource Fund Un,RAV.UN.TO,sector not available!,0
Stingray Group SV,RAY.A.TO,sector not available!,0
Stingray Vary SV,RAY.B.TO,sector not available!,0
Ritchie Bros Auction,RBA.TO,Industrials,1
RBC BluBayGlbDvrCA-H,RBDI.TO,sector not available!,0.816
Blue Ribbon Incm Un,RBN.UN.TO,sector not available!,0
RBC CdnBnk Yld Indx,RBNK.TO,sector not available!,0.84
RBC 1-5Yr LddCrp Bnd,RBO.TO,sector not available!,0.528
Horizons Robotc&Auto,RBOT.TO,sector not available!,0.224
Rubellite Energy J,RBY.TO,Energy,0
RBC QuantCdnDiv Lead,RCD.TO,sector not available!,0.72
RBC Quant CdnEqLeadr,RCE.TO,sector not available!,0.62
RF Capital Group Inc,RCG.TO,Financial Services,0
Richelieu Hardware,RCH.TO,Consumer Cyclical,0.28
Rogers Comm Cl A,RCI.A.TO,sector not available!,0
Rogers Comm Cl B NV,RCI.B.TO,sector not available!,0
Middlefld Can-Glb Un,RCO.UN.TO,sector not available!,0
Redline Commun Grp J,RDL.TO,Technology,0
Real Matters Inc.,REAL.TO,Technology,0
Recipe Unlimited SV,RECP.TO,Consumer Cyclical,0.472
RioCan Rl Est Tr Un,REI.UN.TO,sector not available!,0
Invesco REIT Incm CA,REIT.TO,sector not available!,0.84
Resolute Forest Prod,RFP.TO,Basic Materials,0
Ridgewood Cdn Bnd Un,RIB.UN.TO,sector not available!,0
RBC QuantEAFE Div Un,RID.TO,sector not available!,0.66
RBC Qnt EAFE DivLead,RIDH.TO,sector not available!,0.504
RBC Quant EAFE Eqty,RIE.TO,sector not available!,0.56
RBC QntEAFE EQ CAHeg,RIEH.TO,sector not available!,0.44
Russell InvstFxdIncm,RIFI.TO,sector not available!,0
Russl InvGlbUnconsBd,RIGU.TO,sector not available!,0
Russl InvGlbInfrasPl,RIIN.TO,sector not available!,0
Russl InvestRl Asset,RIRA.TO,sector not available!,0.804
CI Canadian REIT Un,RIT.TO,sector not available!,0.816
RBC 1-5Yr LadCdn Bnd,RLB.TO,sector not available!,0.48
TransAlta Renewable,RNW.TO,Utilities,0.936
Roots Corporation,ROOT.TO,Consumer Cyclical,0
RBC Quant EU DivLdCA,RPD.TO,sector not available!,0.516
RBC Quant EUDivLdHeg,RPDH.TO,sector not available!,0.516
RBC Cdn Pref CA Un,RPF.TO,sector not available!,0.96
Richards Pckng Un,RPI.UN.TO,sector not available!,0
RBC PH&N ST CA Bond,RPSB.TO,sector not available!,0.144
RBC Target 21CorpBnd,RQI.TO,sector not available!,0.24
RBC Target22 CorpBnd,RQJ.TO,sector not available!,0.48
RBC Target23 CorpBnd,RQK.TO,sector not available!,0.66
RBC Targt2024CorpBnd,RQL.TO,sector not available!,0.516
RBC Targt2025CorpBnd,RQN.TO,sector not available!,0
RBC Targt26Corp Bond,RQO.TO,sector not available!,0
RBC Targt27Corp Bond,RQP.TO,sector not available!,0
Rl Est&E-Comm Splt A,RS.TO,Financial Services,1.56
Rogers Sugar Inc.,RSI.TO,Consumer Defensive,0.36
RTG Mining Inc Ord J,RTG.TO,Basic Materials,0
RBC USBanksYld CA-Hg,RUBH.TO,sector not available!,0.288
RBC US Banks Yld CAD,RUBY.TO,sector not available!,0.312
RBC QntUS DivLead Un,RUD.TO,sector not available!,0.516
RBC Quant US DivLead,RUDH.TO,sector not available!,0.36
RBC Quant USEqLdr Un,RUE.TO,sector not available!,0.38
RBC QuantUSEqty(C-H),RUEH.TO,sector not available!,0.3
Russel Metals Inc.,RUS.TO,Industrials,1.52
RBC ST US CorpBndCAD,RUSB.TO,sector not available!,0.48
Resverlogix Corp. J,RVX.TO,Healthcare,0
CI MSCI CA LowRskWgt,RWC.TO,sector not available!,0.276
CI MSCI EU LowRskWgt,RWE.TO,sector not available!,0.472
CI MSCI USA LwRsk Un,RWU.TO,sector not available!,0.152
CI MSCI WrldLwRsk Un,RWW.TO,sector not available!,0.564
CI MSCI IntlLwRskWgt,RWX.TO,sector not available!,0.564
RBC Quant EmrgMktDiv,RXD.TO,sector not available!,0.552
RBC QntEmrgMktEqLdr,RXE.TO,sector not available!,0.4
Royal Bank of Canada,RY.TO,Financial Services,4.32
Sherritt Int'l Corp,S.TO,Basic Materials,0.04
Starcore Intl Mine J,SAM.TO,Basic Materials,0
Saputo Inc.,SAP.TO,Consumer Defensive,0.72
St. Augustine Gld J,SAU.TO,Basic Materials,0
Sabina Gld & Slvr J,SBB.TO,Basic Materials,0
Brompton Splt Banc A,SBC.TO,Financial Services,1.2
Serabi Gld plc Ord J,SBI.TO,Basic Materials,0
S Split Corp Cl A,SBN.TO,Financial Services,0.42
Silver Bear ResJ Ord,SBR.TO,Basic Materials,0
PurposeSlvrBulCurHeg,SBT.TO,sector not available!,0
Shawcor Ltd.,SCL.TO,Energy,0.6
Score MediaGmeJ A SV,SCR.TO,Communication Services,0.48
Scandium Int'l Mng J,SCY.TO,Basic Materials,0
Spartan Delta J,SDE.TO,Energy,0
Seabridge Gold Inc J,SEA.TO,Basic Materials,0
Senvest Capital Inc,SEC.TO,Financial Services,0.6
Secure Energy Serv J,SES.TO,Energy,0.032
Sagicor Fin Co,SFC.TO,Financial Services,0.284
NXT Energy Solutn J,SFD.TO,Energy,0
Solution Financial J,SFI.TO,Industrials,0.004
Softchoice Corp J,SFTC.TO,Technology,0
Sabre Gold Mines . J,SGLD.TO,Basic Materials,0
SouthGobi Res Ltd J,SGQ.TO,Energy,0
SlateGroceryREIT Rec,SGR.R.TO,sector not available!,0
Slate GroceryREIT US,SGR.U.TO,sector not available!,0
Slate GroceryREIT Un,SGR-UN.TO,Real Estate,1.092
Surge Energy Inc. J,SGY.TO,Energy,0.082056
Source Energy Serv J,SHLE.TO,Energy,0
Shopify Inc A SV,SHOP.TO,Technology,0
Sienna Senior Living,SIA.TO,Healthcare,0.936
CI US TrendLeadrs Un,SID.TO,sector not available!,0
Sustain Innov&HlthUn,SIH.UN.TO,sector not available!,0
Sprott Inc.,SII.TO,Financial Services,1.252
SilverCrest Metals J,SIL.TO,Basic Materials,0
Savaria Corp. J,SIS.TO,Industrials,0.48
EvolvS&PTSX60ClnCAUh,SIXT.TO,sector not available!,0
Stella-Jones Inc.,SJ.TO,Basic Materials,0.72
Shaw Comm Cl B NV,SJR.B.TO,sector not available!,0
Skeena Resources J,SKE.TO,Basic Materials,0
1st TrCloudComputing,SKYY.TO,sector not available!,0.08
Sun Life Fin Inc.,SLF.TO,Financial Services,2.2
Solitario Zinc J,SLR.TO,Basic Materials,0
Solaris Res Inc. J,SLS.TO,Basic Materials,0
Std Mercntl Acquis A,SMA.TO,Financial Services,1.912
Sulliden Mng Cap J,SMC.TO,Basic Materials,0
Sierra Metals Inc. J,SMT.TO,Basic Materials,0.02
Summit Ind REIT Un J,SMU.UN.TO,sector not available!,0
SNC - Lavalin Group,SNC.TO,Industrials,0.08
SolGold plc J Ord,SOLG.TO,Basic Materials,0
Slate Office REIT Db,SOT.DB.TO,sector not available!,0
Slate Office REIT Un,SOT.UN.TO,sector not available!,0
"SunOpta, Inc.",SOY.TO,Consumer Defensive,0
Superior Plus Corp.,SPB.TO,Utilities,0.72
Spark Power Group J,SPG.TO,Utilities,0
Sprott PhyPlat CA Un,SPPP.TO,Basic Materials,0
SmartCtr REIT VV Un,SRU.UN.TO,sector not available!,0
SIR Royalty Incm Un,SRV.UN.TO,sector not available!,0
Storm Res Ltd. J,SRX.TO,Energy,0
Symphony FltgLoan Un,SSF.UN.TO,sector not available!,0
Sandstorm Gold Ltd.,SSL.TO,Basic Materials,0
SSR Mining Inc.,SSRM.TO,Basic Materials,0.2
Stack Capital Grp J,STCK.TO,Financial Services,0
STEP Energy Serv J,STEP.TO,Energy,0
Steppe Gold Ltd. J,STGO.TO,Basic Materials,0
Stelco Holdings J,STLC.TO,Basic Materials,0.8
Stantec Inc.,STN.TO,Industrials,0.66
BMO Glbl Consmr Stpl,STPL.TO,sector not available!,0.48
Suncor Energy Inc.,SU.TO,Energy,0.84
Silver Bull Res J,SVB.TO,Basic Materials,0
Silvercorp Metals J,SVM.TO,Basic Materials,0.06
iShr Sil Bul Hdgd Un,SVR.TO,sector not available!,0
Sierra Wireless,SW.TO,Technology,0
Swiss Water Coffee,SWP.TO,Consumer Defensive,0.252
Synex Internt'l J,SXI.TO,Utilities,0.12
Supremex Inc.,SXP.TO,Consumer Cyclical,0.26
Purpose StgyYield Un,SYLD.TO,sector not available!,1.164
Sylogist Ltd.,SYZ.TO,Technology,0
StageZero Life Sci J,SZLS.TO,Healthcare,0
TELUS Corporation,T.TO,Communication Services,1.2648
TransAlta Corp.,TA.TO,Utilities,0.18
Taiga Motors Corp J,TAIG.TO,Consumer Cyclical,0
Taiga Building Prod,TBL.TO,Consumer Cyclical,1.1056
Tetra Bio-Pharma J,TBP.TO,Healthcare,0
Tucows Inc.,TC.TO,Technology,0
Transcontinentl A SV,TCL.A.TO,sector not available!,0
Transcontinentl B MV,TCL.B.TO,sector not available!,0
TD Cdn LT FedBond Un,TCLB.TO,sector not available!,0
TD Q Cdn LowVolty CA,TCLV.TO,sector not available!,0.52
Tricon Residential,TCN.TO,Real Estate,0.28
Tecsys Inc. J,TCS.TO,Technology,0.26
TD SlctST CorpBndLad,TCSB.TO,sector not available!,0.192
Trican Well Service,TCW.TO,Energy,0.6
TD Bank,TD.TO,Financial Services,3.16
TD Cdn Aggregate Bnd,TDB.TO,sector not available!,0.156
TD GlbHealthcr Leadr,TDOC.TO,sector not available!,0
TD Glbl TechLeadrs,TEC.TO,sector not available!,0.04
Evolve FANGMA CA Heg,TECH.TO,sector not available!,0
Teck Res Cl A MV,TECK.A.TO,sector not available!,0
Teck Res Cl B SV,TECK.B.TO,sector not available!,0
Manulife SmrtST Bond,TERM.TO,sector not available!,0.3
Timbercreek Fin Corp,TF.TO,Financial Services,0.69
TFI International,TFII.TO,Industrials,0.92
Triple Flag Precious,TFPM.TO,Basic Materials,0
TD ActvGlbEnhncDivCA,TGED.TO,sector not available!,0.72
TD Actv Glbl Incm Un,TGFI.TO,sector not available!,0.54
TD ActvGlb EqGrow CA,TGGR.TO,sector not available!,0
TransGlobe Energy J,TGL.TO,Energy,0.188
TeraGo Inc.,TGO.TO,Communication Services,0
Green Organic Hldg J,TGOD.TO,Healthcare,0
TD Actv Glb RlEst Eq,TGRE.TO,sector not available!,0.22
Theratechnologies,TH.TO,Healthcare,0
TD Int'l Eqty CA Heg,THE.TO,sector not available!,0.34
Thinkific Labs J SV,THNC.TO,Technology,0
TD US Eq CAD Heg Un,THU.TO,sector not available!,0.32
Titan Mining Corp J,TI.TO,Basic Materials,0
Toromont Industries,TIH.TO,Industrials,1.4
TD Q IntlLowVolatile,TILV.TO,sector not available!,0.42
TD ActvGlbInfrasEqUn,TINF.TO,sector not available!,0.28
TELUS Int'l (Cda) SV,TIXT.TO,Technology,0
Taseko Mines Ltd.,TKO.TO,Basic Materials,0.48
Brompton TechLdr CAD,TLF.TO,sector not available!,0.804
Troilus Gold Corp J,TLG.TO,Basic Materials,0
Talon Metals Corp. J,TLO.TO,Basic Materials,0
"Tilray, Inc. J Cl 2",TLRY.TO,Healthcare,0
InvescoCompVltlty Un,TLV.TO,sector not available!,0.924
Titan Medical Inc. J,TMD.TO,Healthcare,0
TD MornstarESG CdaEq,TMEC.TO,sector not available!,0
TD MornstrESG IntlEq,TMEI.TO,sector not available!,0
TD Mornstr ESG US Eq,TMEU.TO,sector not available!,0
Treasury Metals J,TML.TO,Basic Materials,0
Trilogy Metals Inc J,TMQ.TO,Basic Materials,0
True NthCommrcl J Un,TNT.UN.TO,sector not available!,0
Tanzanian Gold J,TNX.TO,Basic Materials,0
TD One-Click Aggres,TOCA.TO,sector not available!,0.3
TD One-Click Conserv,TOCC.TO,sector not available!,0.18
TD One-Click Mod ETF,TOCM.TO,sector not available!,0.24
Total Engy Serv Inc.,TOT.TO,Energy,0.24
Tourmaline Oil Corp.,TOU.TO,Energy,0.68
Spin Master Corp SV,TOY.TO,Consumer Cyclical,0
TD Income Builder Un,TPAY.TO,sector not available!,0.2
TD Int'l Eqty Idx Un,TPE.TO,sector not available!,0.34
TD Active Pref ShrUn,TPRF.TO,sector not available!,0.456
TD US Equity Indx Un,TPU.TO,sector not available!,0.34
MolsonCoors Cda A LV,TPX.A.TO,sector not available!,0
MolsonCoors Cda B NV,TPX.B.TO,sector not available!,0
Topaz Energy Corp.,TPZ.TO,Energy,0.84
TD Q Cdn Div ETF Un,TQCD.TO,sector not available!,0.26
TD Q Glbl Div ETF Un,TQGD.TO,sector not available!,0.22
TD Q Glbl Multifact,TQGM.TO,sector not available!,0
TD Q US SmlMidCap Eq,TQSM.TO,sector not available!,0
Thomson Reuters Corp,TRI.TO,Industrials,1.62
Trillium Therpeutc J,TRIL.TO,Healthcare,0
Trilogy Intl PartnrJ,TRL.TO,Communication Services,0.08
TC Energy Corp,TRP.TO,Energy,3.48
Turquoise Hill Res,TRQ.TO,Basic Materials,0
Harvest Travl&LeisUn,TRVL.TO,sector not available!,0
Transat A.T. V & VV,TRZ.TO,Consumer Cyclical,0
Talisker Res Ltd J,TSK.TO,Basic Materials,0
Tree Island Steel,TSL.TO,Basic Materials,0.12
Trisura Group J,TSU.TO,Financial Services,0
TD Cdn Equity Idx Un,TTP.TO,sector not available!,0.58
TD ActvUS EnhanDivCA,TUED.TO,sector not available!,0.528
TD ActvUS HiYldBndUn,TUHY.TO,sector not available!,0.34
TD U.S. LT TreasBond,TULB.TO,sector not available!,0
TD Q US LowVolty CAD,TULV.TO,sector not available!,0.26
TD SlctUS CorpBndlad,TUSB.TO,sector not available!,0.144
Trevali Mining J,TV.TO,Basic Materials,0
TVA Group Inc. B NV,TVA.B.TO,sector not available!,0
Tamarack Vall Engy J,TVE.TO,Energy,0
TerraVest Industries,TVK.TO,Energy,0.4
TWC Enterprises Ltd.,TWC.TO,Consumer Cyclical,0.08
Tidewater MdStrmInfr,TWM.TO,Energy,0.04
CI TechGiantCovrCall,TXF.TO,sector not available!,1.68
Torex Gold Res J,TXG.TO,Basic Materials,0
Touchstone Expl Inc.,TXP.TO,Energy,156.448
Top 10 Split Tr Un,TXT.UN.TO,sector not available!,0
Sprott PhysUraniumUS,U.U.TO,sector not available!,0
Sprott PhysUraniumUn,U.UN.TO,sector not available!,0
Caldwell US DivAdvan,UDA.TO,sector not available!,0.456
Manulife SmrtUSDivHG,UDIV.TO,sector not available!,0.14
UEX Corporation J,UEX.TO,Basic Materials,0
Domtar Corporation,UFS.TO,Basic Materials,1.82
Invesco 500LowVol CA,ULV.C.TO,sector not available!,0
Invesco500LowVolCAHg,ULV.F.TO,sector not available!,0
Invesco 500LowVol US,ULV.U.TO,sector not available!,0
CI WisdomTrUS MdDvHg,UMI.TO,sector not available!,0.728
United Corporations,UNC.TO,Financial Services,1.2
Unisync Corp.,UNI.TO,Consumer Cyclical,0.2
Uni-Select Inc.,UNS.TO,Consumer Cyclical,0.372
Urbana Corporation,URB.TO,Financial Services,0.36
Ur-Energy Inc. J,URE.TO,Energy,0
Americas Gold Slvr J,USA.TO,Basic Materials,0
InvescoLddrRtUS0-5Yr,USB.TO,sector not available!,0.636
Vanguard Dev AsiaPac,VA.TO,sector not available!,1.092
Vanguard Cdn Agr Bnd,VAB.TO,sector not available!,0.624
CI GoldBullionC$ Heg,VALT.TO,sector not available!,0
VersaBank J,VB.TO,Financial Services,0.1
Vanguard BalETF Port,VBAL.TO,sector not available!,0.58
